,close,date,high,low,open,volume
0,1095.325,2005-06-08 00:00:00,1097.234,998.657,998.657,132102130.0
1,1132.551,2005-06-09 00:00:00,1158.597,1083.591,1095.319,172384641.0
2,1102.66,2005-06-10 00:00:00,1133.368,1095.178,1133.368,110740934.0
3,1105.714,2005-06-13 00:00:00,1116.571,1084.607,1104.235,75719506.0
4,1076.617,2005-06-14 00:00:00,1119.764,1076.576,1107.523,68327675.0
5,1076.204,2005-06-15 00:00:00,1093.525,1057.192,1073.237,60518575.0
6,1129.931,2005-06-16 00:00:00,1130.874,1076.502,1077.686,101672467.0
7,1122.021,2005-06-17 00:00:00,1144.39,1116.948,1140.133,89446481.0
8,1186.92,2005-06-20 00:00:00,1186.92,1119.687,1129.781,147475579.0
9,1194.197,2005-06-21 00:00:00,1211.175,1172.992,1186.564,161235918.0
10,1197.791,2005-06-22 00:00:00,1211.278,1174.171,1184.02,123547726.0
11,1171.368,2005-06-23 00:00:00,1210.157,1168.008,1193.296,117924143.0
12,1185.668,2005-06-24 00:00:00,1187.516,1166.826,1168.117,67883749.0
13,1243.007,2005-06-27 00:00:00,1262.937,1189.512,1189.512,162841931.0
14,1223.02,2005-06-28 00:00:00,1247.723,1217.685,1238.991,115061107.0
15,1211.974,2005-06-29 00:00:00,1253.451,1211.545,1235.444,104635054.0
16,1175.045,2005-06-30 00:00:00,1218.406,1174.767,1214.121,90390586.0
17,1144.274,2005-07-01 00:00:00,1185.25,1141.445,1175.206,74127282.0
18,1165.347,2005-07-04 00:00:00,1165.347,1125.812,1133.385,61924609.0
19,1163.343,2005-07-05 00:00:00,1195.762,1154.919,1168.605,72223662.0
20,1133.226,2005-07-06 00:00:00,1179.114,1124.831,1162.657,57032466.0
21,1143.021,2005-07-07 00:00:00,1150.208,1126.355,1126.355,42448887.0
22,1111.773,2005-07-08 00:00:00,1141.496,1107.376,1141.496,46537534.0
23,1114.954,2005-07-11 00:00:00,1159.261,1113.352,1134.48,55948166.0
24,1173.89,2005-07-12 00:00:00,1181.347,1106.753,1111.007,92636232.0
25,1159.101,2005-07-13 00:00:00,1177.756,1154.67,1170.979,75300040.0
26,1168.188,2005-07-14 00:00:00,1177.289,1155.021,1158.888,53128576.0
27,1147.216,2005-07-15 00:00:00,1175.42,1141.99,1169.304,49086196.0
28,1153.565,2005-07-18 00:00:00,1157.106,1137.685,1145.547,36305570.0
29,1162.628,2005-07-19 00:00:00,1163.809,1146.631,1152.711,34967587.0
30,1177.758,2005-07-20 00:00:00,1184.329,1159.117,1162.937,38290720.0
31,1162.636,2005-07-21 00:00:00,1180.003,1154.11,1176.458,35033455.0
32,1170.567,2005-07-22 00:00:00,1183.703,1144.198,1165.814,79890899.0
33,1144.89,2005-07-25 00:00:00,1165.81,1143.907,1165.81,59695007.0
34,1154.334,2005-07-26 00:00:00,1163.916,1139.148,1139.666,57893085.0
35,1181.922,2005-07-27 00:00:00,1181.922,1147.727,1151.834,63668272.0
36,1185.715,2005-07-28 00:00:00,1201.923,1181.393,1185.849,80629064.0
37,1183.235,2005-07-29 00:00:00,1187.972,1176.183,1184.606,39043611.0
38,1203.476,2005-08-01 00:00:00,1203.476,1177.253,1177.253,62454064.0
39,1198.595,2005-08-02 00:00:00,1208.954,1183.859,1207.846,70298418.0
40,1203.897,2005-08-03 00:00:00,1217.184,1197.428,1199.191,73044134.0
41,1208.836,2005-08-04 00:00:00,1226.939,1192.143,1198.24,71735998.0
