date,open,high,low,close,volume
 2006-01-24,1457.22,1471.2,1446.44,1459.2,906549
 2006-01-25,1456.09,1463.72,1414.45,1430.02,1156780
 2006-02-06,1433.44,1482.33,1433.44,1482.33,812891
 2006-02-07,1483.45,1485.69,1450.15,1463.92,1026231
 2006-02-08,1459.67,1469.49,1446.54,1469.49,609552
 2006-02-09,1470.1,1481.8,1463.44,1465.88,729756
 2006-02-10,1468.72,1485.81,1467.04,1485.81,780154
 2006-02-13,1488.59,1511.61,1488.59,1508.13,778499
 2006-02-14,1508.67,1529.09,1506.21,1527.94,682076
 2006-02-15,1529.76,1533.5,1513.07,1516.95,730321
 2006-02-16,1517.42,1517.8,1461.29,1465.3,953169
 2006-02-17,1463.23,1473.73,1440.05,1440.05,790989
 2006-02-20,1432.93,1436.11,1395.43,1396.42,799557
 2006-02-21,1389.61,1434.71,1383.95,1434.71,699578
 2006-02-22,1437.23,1445.28,1423.46,1425.01,669154
 2006-02-23,1421.52,1425.8,1400,1413.08,597853
 2006-02-24,1412.94,1445.91,1412.94,1442.34,666668
 2006-02-27,1444.14,1444.14,1416.23,1423.15,498620
 2006-02-28,1421.18,1438.8,1402.16,1438.8,482814
 2006-03-01,1439.1,1477.53,1435.53,1472.62,629413
 2006-03-02,1472.09,1472.09,1424.47,1432.5,640209
 2006-03-03,1430.02,1440.65,1414.39,1439.12,607480
 2006-03-06,1439.78,1447.48,1429.66,1436.7,446774
 2006-03-07,1435.28,1435.28,1389.87,1391.46,509867
 2006-03-08,1387.41,1405.07,1377.72,1399.76,398050
 2006-03-09,1398.59,1406.91,1391.04,1394.22,409678
 2006-03-10,1395.39,1404.75,1389.64,1397.12,296558
 2006-03-13,1393.58,1410.6,1389.03,1404.18,319889
 2006-03-14,1403.57,1409.25,1398.76,1406.65,314848
 2006-03-15,1405.41,1430.89,1404.3,1429.41,450613
 2006-03-16,1429.59,1432.06,1419.59,1431.95,373705
 2006-03-17,1433.13,1435.06,1420.22,1424.81,362333
 2006-03-20,1426.16,1438.36,1413.73,1438.36,437201
 2006-03-21,1439.14,1452.01,1435.13,1443.41,539900
 2006-03-22,1443.6,1464.01,1438.35,1464.01,492729
 2006-03-23,1462.74,1492.54,1462.74,1488.75,826167
 2006-03-24,1488.73,1491.39,1469.38,1473.56,657308
 2006-03-27,1476.54,1491.65,1469.75,1491.65,714107
 2006-03-28,1494.36,1507.82,1490.81,1504.69,619008
 2006-03-29,1504.51,1522.46,1501.68,1510.24,726755
 2006-03-30,1508.17,1514.27,1489.33,1490.96,627525
 2006-03-31,1488.64,1506.64,1481.98,1506.01,557902
 2006-04-03,1505.26,1549.4,1505.26,1549.4,801232
 2006-04-04,1556.18,1578.79,1546.1,1578.79,827789
 2006-04-05,1582.29,1622.68,1582.29,1608.92,1133894
 2006-04-06,1607.52,1620.66,1592.9,1597.18,967368
 2006-04-07,1596.53,1599.35,1575,1591.73,818489
 2006-04-10,1595.62,1631.23,1595.62,1627.16,987783
 2006-04-11,1629.26,1635.93,1617.87,1627.91,958736
 2006-04-12,1627.97,1641.44,1620.78,1627.92,1080280
 2006-04-13,1626.04,1643.77,1582.75,1582.75,1110266
 2006-04-14,1571.25,1632.16,1569.84,1631.31,1026058
 2006-04-17,1630.54,1685.68,1622.9,1671.56,1634015
 2006-04-18,1675.51,1675.61,1643.02,1653,1217575
 2006-04-19,1650.67,1669.46,1630.4,1667.84,1069231
 2006-04-20,1665.8,1669.32,1641.11,1654.09,1006947
 2006-04-21,1646.3,1691.18,1626.99,1681.9,1164354
 2006-04-24,1681.5,1681.75,1628.49,1642.61,1360081
 2006-04-25,1632.94,1638.5,1602.16,1620.86,978851
 2006-04-26,1618.06,1683.66,1612.81,1678.63,1117223
 2006-04-27,1678.87,1680.29,1644.59,1657.68,896607
 2006-04-28,1638.91,1738.94,1615.52,1723.09,1451123
 2006-05-08,1724.51,1750.02,1724.51,1748.23,1222532
 2006-05-09,1753.17,1823.99,1741.95,1813.3,1458156
 2006-05-10,1854.32,1862.09,1820.01,1854.92,1419283
 2006-05-11,1855.96,1930.22,1840.3,1843.42,1932344
 2006-05-12,1842.65,1930.06,1834.44,1930.06,1703256
 2006-05-15,1977.01,2033.06,1940.86,2033.06,2238311
 2006-05-16,2038.43,2043.87,1918.44,1925.15,2152482
 2006-05-17,1921.32,1962.84,1884.14,1922.07,1650084
 2006-05-18,1916.03,1980.83,1881.24,1973.59,1488949
 2006-05-19,1979.85,2110.12,1979.85,2107.81,2445353
 2006-05-22,2135.32,2175,2110.55,2121.52,2431269
 2006-05-23,2096.7,2096.7,1972.79,1972.79,1874388
 2006-05-24,1973.19,2015.72,1888.24,1924.74,1455313
 2006-05-25,1920.19,1967.27,1902.88,1957.64,942281
 2006-05-26,1970.86,2024.15,1966.47,2020.9,1347626
 2006-05-29,2047.9,2072.88,2026.35,2063.2,1359732
 2006-05-30,2074.85,2079.46,2030.21,2079.22,1310889
 2006-05-31,2078.19,2106.69,2056.79,2085.92,1497278
 2006-06-01,2089.11,2195.07,2089.11,2195.07,2127938
 2006-06-02,2215.14,2238.62,2162.7,2225.94,2365935
 2006-06-05,2233.87,2305.74,2233.87,2298.22,2095544
 2006-06-06,2286.61,2286.61,2200.43,2210.48,1451220
 2006-06-07,2203.8,2206.45,2038.09,2038.09,1597572
 2006-06-08,2005.84,2067.08,1977.47,2067.08,1310495
 2006-06-09,2069.98,2129.54,2043.99,2091.36,1320793
 2006-06-12,2083.31,2145.42,2061.39,2141.83,777000
 2006-06-13,2152.92,2171.86,2133.1,2152.21,832125
 2006-06-14,2141.46,2157.45,2096.55,2156.92,695035
 2006-06-15,2154.86,2197.47,2144.89,2168.74,883854
 2006-06-16,2177.24,2232.63,2177.24,2232.63,1370669
 2006-06-19,2230.5,2245.65,2202.95,2218.65,1413100
 2006-06-20,2205.68,2243.88,2198.68,2240.22,1168379
 2006-06-21,2242.13,2245.58,2215.46,2222.55,982156
 2006-06-22,2254.94,2254.94,2174.12,2192.13,926363
 2006-06-23,2183.52,2190.56,2153.09,2190.48,776444
 2006-06-26,2182.41,2216.14,2181.93,2213.58,995259
 2006-06-27,2221.53,2235.3,2201.7,2231.56,1265442
 2006-06-28,2231.42,2243.69,2221.13,2226.9,1303592
 2006-06-29,2225.16,2264.67,2225.16,2264.38,1602049
 2006-06-30,2269.11,2274.57,2221.32,2231.11,1428887
 2006-07-03,2230.99,2240.58,2220.86,2240.58,1368865
 2006-07-04,2241.41,2246.72,2209.17,2223.79,1441797
 2006-07-05,2219.05,2231.27,2192.27,2224.11,1268358
 2006-07-06,2223.12,2289.7,2221.54,2285.19,1833849
 2006-07-07,2291.63,2297.06,2247.78,2256.15,1719376
 2006-07-10,2248.73,2282.79,2239.92,2279.94,1686358
 2006-07-11,2277.87,2319.07,2266.82,2314.49,1854428
 2006-07-12,2306.41,2320.28,2283.89,2289.54,1595273
 2006-07-13,2281.47,2286.25,2149.15,2167.15,2388829
 2006-07-14,2141.53,2205.49,2134.05,2186.49,1428966
 2006-07-17,2172.82,2201.12,2157.32,2201.12,1319663
 2006-07-18,2198.61,2199.72,2171.02,2196.7,975124
 2006-07-19,2195.95,2195.95,2123.64,2158.76,1111067
 2006-07-20,2152.13,2177.1,2144.04,2170.06,730991
 2006-07-21,2169.45,2198.59,2167.25,2194.9,624481
 2006-07-24,2170.81,2185.82,2142.61,2181.15,738015
 2006-07-25,2173.64,2207.54,2173.23,2197.73,686047
 2006-07-26,2198.27,2205.86,2174.91,2187.73,858470
 2006-07-27,2183.98,2187.67,2143.79,2160.9,937153
 2006-07-28,2155.38,2159.67,2112.76,2123.43,946371
 2006-07-31,2115.14,2115.14,2005.37,2005.56,985940
 2006-08-01,2006.86,2022.96,1983.27,1988.35,632113
 2006-08-02,1988.78,1999.67,1950.37,1987.39,739894
 2006-08-03,1983.18,1995.54,1949.38,1963.96,982558
 2006-08-04,1959.72,1964.04,1898.24,1898.85,879420
 2006-08-07,1891.57,1909.66,1865.91,1868.78,781493
 2006-08-08,1865.16,1909.42,1865.16,1909.42,708781
 2006-08-09,1908.8,1908.8,1882.81,1901.6,673744
 2006-08-10,1896.24,1924.53,1893.49,1924.53,621880
 2006-08-11,1945.23,1956.65,1919.68,1954.97,1157895
 2006-08-14,1949.69,1972.99,1897.38,1902.57,1085816
 2006-08-15,1895.53,1931.84,1891.5,1929.38,833818
