,close,date,high,low,open,volume
0,1009.572,2006-01-04 00:00:00,1009.813,992.906,997.049,720814800.0
1,1022.047,2006-01-05 00:00:00,1023.017,1009.399,1011.301,942637300.0
2,1029.754,2006-01-06 00:00:00,1036.672,1016.969,1023.153,1045403700.0
3,1034.583,2006-01-09 00:00:00,1036.522,1024.86,1031.426,891962400.0
4,1031.283,2006-01-10 00:00:00,1034.535,1019.096,1033.959,858118400.0
5,1026.926,2006-01-11 00:00:00,1035.128,1019.929,1030.108,941713100.0
6,1036.556,2006-01-12 00:00:00,1036.886,1020.336,1025.048,838441800.0
7,1028.613,2006-01-13 00:00:00,1038.5,1022.291,1036.757,851525500.0
8,1003.78,2006-01-16 00:00:00,1027.045,1002.934,1027.045,825285100.0
9,1002.056,2006-01-17 00:00:00,1007.11,997.182,1001.785,593785100.0
10,1020.941,2006-01-18 00:00:00,1021.163,1001.007,1001.337,778694100.0
11,1027.519,2006-01-19 00:00:00,1028.975,1011.508,1022.866,1011521800.0
12,1027.171,2006-01-20 00:00:00,1030.295,1019.672,1027.242,1013660300.0
13,1032.884,2006-01-23 00:00:00,1035.929,1023.228,1027.449,903787300.0
14,1033.387,2006-01-24 00:00:00,1041.03,1026.758,1032.645,976810900.0
15,1043.851,2006-01-25 00:00:00,1044.203,1029.934,1032.331,892275600.0
16,1067.119,2006-02-06 00:00:00,1067.366,1045.545,1046.847,1061620500.0
17,1065.887,2006-02-07 00:00:00,1072.894,1053.045,1068.005,1318427500.0
18,1070.441,2006-02-08 00:00:00,1071.548,1057.585,1063.757,1093285800.0
19,1056.445,2006-02-09 00:00:00,1072.759,1053.759,1069.872,1007393200.0
20,1064.543,2006-02-10 00:00:00,1066.957,1053.492,1056.263,872875400.0
21,1061.442,2006-02-13 00:00:00,1067.281,1050.689,1064.69,893804500.0
22,1066.71,2006-02-14 00:00:00,1067.314,1058.434,1061.553,744228100.0
23,1068.021,2006-02-15 00:00:00,1077.656,1064.786,1068.065,1065095600.0
24,1038.12,2006-02-16 00:00:00,1068.045,1037.365,1068.022,1072603900.0
25,1037.747,2006-02-17 00:00:00,1049.51,1033.659,1036.21,892496500.0
26,1036.637,2006-02-20 00:00:00,1048.5,1034.556,1037.297,845097900.0
27,1059.381,2006-02-21 00:00:00,1059.576,1027.67,1036.485,1117050000.0
28,1056.194,2006-02-22 00:00:00,1070.0,1053.095,1060.476,1204092300.0
29,1061.156,2006-02-23 00:00:00,1061.539,1045.758,1057.152,804715000.0
30,1070.367,2006-02-24 00:00:00,1070.669,1062.222,1062.682,857391300.0
31,1062.138,2006-02-27 00:00:00,1075.122,1058.672,1072.217,948970300.0
32,1068.697,2006-02-28 00:00:00,1069.645,1043.115,1060.53,1038145500.0
33,1075.131,2006-03-01 00:00:00,1076.513,1066.293,1069.52,1089314200.0
34,1050.156,2006-03-02 00:00:00,1074.461,1045.13,1074.461,1309331400.0
35,1051.059,2006-03-03 00:00:00,1055.483,1035.627,1049.412,1100909800.0
36,1046.677,2006-03-06 00:00:00,1056.181,1044.683,1051.35,876914700.0
37,1018.925,2006-03-07 00:00:00,1046.772,1017.561,1046.35,1043500000.0
38,1016.525,2006-03-08 00:00:00,1019.732,1004.919,1016.525,908595700.0
39,1014.611,2006-03-09 00:00:00,1021.581,1012.676,1016.579,640035500.0
40,1023.26,2006-03-10 00:00:00,1023.316,1014.874,1014.874,613354500.0
41,1033.465,2006-03-13 00:00:00,1035.405,1023.151,1023.733,695290000.0
42,1031.436,2006-03-14 00:00:00,1034.697,1022.828,1034.198,645752100.0
43,1044.757,2006-03-15 00:00:00,1044.776,1029.338,1030.802,830623900.0
44,1042.959,2006-03-16 00:00:00,1045.822,1039.995,1044.787,904118700.0
45,1041.436,2006-03-17 00:00:00,1045.031,1034.404,1042.866,888634500.0
46,1062.587,2006-03-20 00:00:00,1062.988,1035.924,1041.806,1130002500.0
47,1065.021,2006-03-21 00:00:00,1076.092,1060.446,1063.228,1413162100.0
48,1074.152,2006-03-22 00:00:00,1074.392,1058.487,1064.848,1244255100.0
49,1074.552,2006-03-23 00:00:00,1077.881,1067.466,1073.791,1425005000.0
50,1064.888,2006-03-24 00:00:00,1077.311,1062.448,1075.046,1291124000.0
51,1074.459,2006-03-27 00:00:00,1074.515,1057.344,1064.132,1126247300.0
52,1082.042,2006-03-28 00:00:00,1082.845,1072.692,1074.791,1240658700.0
53,1089.25,2006-03-29 00:00:00,1100.404,1079.896,1082.366,1968235500.0
54,1076.281,2006-03-30 00:00:00,1093.499,1075.706,1088.497,1499889200.0
55,1081.354,2006-03-31 00:00:00,1081.852,1067.637,1074.207,1337197300.0
56,1106.024,2006-04-03 00:00:00,1106.119,1081.878,1081.878,2087467700.0
57,1123.729,2006-04-04 00:00:00,1123.729,1105.748,1108.82,2416542700.0
58,1133.749,2006-04-05 00:00:00,1135.117,1120.791,1124.52,2296027500.0
59,1129.653,2006-04-06 00:00:00,1140.442,1126.369,1134.447,2461868000.0
60,1129.873,2006-04-07 00:00:00,1132.173,1114.815,1129.21,2458687500.0
61,1151.211,2006-04-10 00:00:00,1151.482,1128.866,1131.251,2514023300.0
62,1154.526,2006-04-11 00:00:00,1159.612,1140.555,1153.286,2684259500.0
63,1146.885,2006-04-12 00:00:00,1154.365,1144.816,1153.984,2089561100.0
64,1112.25,2006-04-13 00:00:00,1151.602,1111.571,1145.366,2494692600.0
65,1142.642,2006-04-14 00:00:00,1142.969,1109.053,1109.955,2375702800.0
66,1146.164,2006-04-17 00:00:00,1152.199,1133.446,1139.517,2223184200.0
67,1152.775,2006-04-18 00:00:00,1158.555,1136.958,1146.799,2220689700.0
68,1156.209,2006-04-19 00:00:00,1159.716,1139.438,1153.837,2444147100.0
69,1147.711,2006-04-20 00:00:00,1158.071,1139.963,1156.488,2706607500.0
70,1167.36,2006-04-21 00:00:00,1172.568,1140.356,1145.507,2836746800.0
71,1159.986,2006-04-24 00:00:00,1177.918,1149.174,1172.086,3241257300.0
72,1157.711,2006-04-25 00:00:00,1167.515,1136.624,1156.643,3044533600.0
73,1174.748,2006-04-26 00:00:00,1184.387,1157.097,1157.761,3461400700.0
74,1171.127,2006-04-27 00:00:00,1179.917,1160.83,1175.715,2544330200.0
75,1188.802,2006-04-28 00:00:00,1190.488,1146.783,1157.604,3111837600.0
76,1237.488,2006-05-08 00:00:00,1238.368,1196.41,1196.41,3657119000.0
77,1276.389,2006-05-09 00:00:00,1276.679,1239.39,1245.021,4596494100.0
78,1294.765,2006-05-10 00:00:00,1302.223,1266.512,1284.597,4486869000.0
79,1279.582,2006-05-11 00:00:00,1329.845,1279.432,1296.045,5071290700.0
80,1324.955,2006-05-12 00:00:00,1325.215,1272.734,1276.942,4514599400.0
81,1388.567,2006-05-15 00:00:00,1389.325,1327.561,1340.705,6290825400.0
82,1352.099,2006-05-16 00:00:00,1413.535,1339.676,1391.959,6153439700.0
83,1355.949,2006-05-17 00:00:00,1375.216,1323.122,1350.506,4850449300.0
84,1346.075,2006-05-18 00:00:00,1357.764,1314.065,1340.598,4223123300.0
85,1379.303,2006-05-19 00:00:00,1384.825,1338.491,1346.862,4731190400.0
86,1386.457,2006-05-22 00:00:00,1401.633,1369.356,1377.432,5809567300.0
87,1320.141,2006-05-23 00:00:00,1376.131,1319.416,1376.131,5007169400.0
88,1305.482,2006-05-24 00:00:00,1354.542,1273.506,1326.421,4139301500.0
89,1307.478,2006-05-25 00:00:00,1311.033,1282.784,1294.255,2804338100.0
90,1329.778,2006-05-26 00:00:00,1330.1,1309.287,1311.875,3104531800.0
91,1366.14,2006-05-29 00:00:00,1366.14,1329.957,1338.394,3685898500.0
92,1378.841,2006-05-30 00:00:00,1384.483,1357.183,1373.626,3856878800.0
93,1360.981,2006-05-31 00:00:00,1382.799,1350.813,1376.269,4009374600.0
94,1399.009,2006-06-01 00:00:00,1399.24,1356.575,1358.549,4800664900.0
95,1387.215,2006-06-02 00:00:00,1409.996,1378.622,1402.709,5819348400.0
96,1403.759,2006-06-05 00:00:00,1404.073,1359.943,1387.631,5037252100.0
97,1396.366,2006-06-06 00:00:00,1410.226,1390.107,1400.123,4149553200.0
98,1308.04,2006-06-07 00:00:00,1395.86,1307.593,1395.86,4697509800.0
99,1316.267,2006-06-08 00:00:00,1320.531,1273.469,1295.919,3899375300.0
100,1281.638,2006-06-09 00:00:00,1319.064,1280.559,1310.933,3371681300.0
101,1288.875,2006-06-12 00:00:00,1299.52,1264.469,1272.964,2312347500.0
102,1293.295,2006-06-13 00:00:00,1304.808,1277.722,1288.867,2317393000.0
103,1278.293,2006-06-14 00:00:00,1285.624,1262.339,1285.624,2258681600.0
104,1282.673,2006-06-15 00:00:00,1295.48,1276.878,1278.294,2098046700.0
105,1314.908,2006-06-16 00:00:00,1315.078,1287.098,1287.098,2495269900.0
106,1332.242,2006-06-19 00:00:00,1339.362,1293.674,1304.935,2735123200.0
107,1340.779,2006-06-20 00:00:00,1341.125,1321.373,1330.895,2767724600.0
108,1334.483,2006-06-21 00:00:00,1348.613,1322.61,1338.766,2992933300.0
109,1336.713,2006-06-22 00:00:00,1344.177,1328.409,1333.158,2483840300.0
110,1346.749,2006-06-23 00:00:00,1347.339,1325.568,1335.088,2802342900.0
111,1371.163,2006-06-26 00:00:00,1372.271,1348.563,1348.563,3170314300.0
112,1373.823,2006-06-27 00:00:00,1377.244,1361.545,1373.359,3016935700.0
113,1375.28,2006-06-28 00:00:00,1378.239,1363.193,1372.062,2713848300.0
114,1407.278,2006-06-29 00:00:00,1407.642,1377.259,1377.259,4259101800.0
115,1405.114,2006-06-30 00:00:00,1422.9,1395.357,1415.581,4185975700.0
116,1435.526,2006-07-03 00:00:00,1435.815,1405.674,1411.064,4179741800.0
117,1427.483,2006-07-04 00:00:00,1442.698,1415.209,1438.703,4535798200.0
118,1481.425,2006-07-05 00:00:00,1519.018,1466.812,1516.37,5273653700.0
119,1498.774,2006-07-06 00:00:00,1500.247,1471.62,1476.274,4061247900.0
120,1489.206,2006-07-07 00:00:00,1505.686,1483.001,1502.198,4034318300.0
121,1493.51,2006-07-10 00:00:00,1495.358,1478.239,1489.014,3143642900.0
122,1503.135,2006-07-11 00:00:00,1504.503,1483.878,1495.085,3246377700.0
123,1497.324,2006-07-12 00:00:00,1509.926,1495.301,1502.991,4012275000.0
124,1419.381,2006-07-13 00:00:00,1493.785,1418.129,1493.785,5484043700.0
125,1426.896,2006-07-14 00:00:00,1439.509,1399.196,1405.566,3329329400.0
126,1440.756,2006-07-17 00:00:00,1440.773,1415.927,1423.851,2584264700.0
127,1440.572,2006-07-18 00:00:00,1440.805,1425.091,1440.184,2538857300.0
128,1403.891,2006-07-19 00:00:00,1438.13,1396.696,1438.13,2836445400.0
129,1413.085,2006-07-20 00:00:00,1415.311,1397.641,1401.792,2314172100.0
130,1422.588,2006-07-21 00:00:00,1425.944,1412.349,1412.439,2423358300.0
131,1420.194,2006-07-24 00:00:00,1421.869,1392.691,1406.558,2605382700.0
132,1435.603,2006-07-25 00:00:00,1440.138,1421.765,1421.765,2919562800.0
133,1433.709,2006-07-26 00:00:00,1439.711,1425.893,1437.737,2495597000.0
134,1424.971,2006-07-27 00:00:00,1449.244,1413.967,1432.891,2946794500.0
135,1411.739,2006-07-28 00:00:00,1427.827,1396.867,1424.15,2766484700.0
136,1364.99,2006-07-31 00:00:00,1409.749,1362.827,1409.749,2822179200.0
137,1354.893,2006-08-01 00:00:00,1377.655,1350.978,1373.131,2805901700.0
138,1354.612,2006-08-02 00:00:00,1361.491,1332.888,1352.949,2361805100.0
139,1352.531,2006-08-03 00:00:00,1359.947,1340.303,1353.23,1742146500.0
140,1320.595,2006-08-04 00:00:00,1358.481,1317.83,1353.137,2137783900.0
141,1300.329,2006-08-07 00:00:00,1318.67,1296.655,1312.812,2056163200.0
142,1328.912,2006-08-08 00:00:00,1330.193,1300.848,1300.848,1971435700.0
143,1326.103,2006-08-09 00:00:00,1333.357,1320.211,1330.331,1843779400.0
144,1346.16,2006-08-10 00:00:00,1347.163,1326.025,1326.184,2123858200.0
145,1349.32,2006-08-11 00:00:00,1352.924,1338.563,1346.442,1965109600.0
146,1320.113,2006-08-14 00:00:00,1354.696,1316.261,1348.954,2210465100.0
147,1341.77,2006-08-15 00:00:00,1342.867,1314.157,1317.946,1769250600.0
148,1361.386,2006-08-16 00:00:00,1361.386,1338.206,1342.248,2481942000.0
149,1348.624,2006-08-17 00:00:00,1357.763,1338.778,1357.763,2025330100.0
150,1343.076,2006-08-18 00:00:00,1357.521,1341.349,1347.412,2147070400.0
151,1346.889,2006-08-21 00:00:00,1347.997,1303.973,1311.119,2056347400.0
152,1359.879,2006-08-22 00:00:00,1365.823,1344.889,1347.447,2338526300.0
153,1359.569,2006-08-23 00:00:00,1368.649,1356.004,1360.945,2373358300.0
154,1370.186,2006-08-24 00:00:00,1370.306,1348.621,1359.962,2141370500.0
155,1370.095,2006-08-25 00:00:00,1377.598,1366.986,1369.582,2449556800.0
156,1397.532,2006-08-28 00:00:00,1398.527,1371.212,1374.244,3452213200.0
157,1396.836,2006-08-29 00:00:00,1413.761,1395.237,1399.496,4269029500.0
158,1400.615,2006-08-30 00:00:00,1401.708,1386.126,1394.271,2711194800.0
159,1402.939,2006-08-31 00:00:00,1406.753,1395.396,1401.291,3003905000.0
160,1381.735,2006-09-01 00:00:00,1405.449,1379.003,1403.357,3166651200.0
161,1402.062,2006-09-04 00:00:00,1402.266,1380.167,1380.309,2963860600.0
162,1408.076,2006-09-05 00:00:00,1415.134,1401.466,1404.207,3581213000.0
163,1414.913,2006-09-06 00:00:00,1415.029,1400.393,1408.943,2936822300.0
164,1396.705,2006-09-07 00:00:00,1415.797,1391.06,1415.132,2598827100.0
165,1401.187,2006-09-08 00:00:00,1402.988,1395.174,1395.97,2209919000.0
166,1409.093,2006-09-11 00:00:00,1409.243,1388.161,1401.25,2679370800.0
167,1422.112,2006-09-12 00:00:00,1425.411,1406.557,1408.917,3204165800.0
168,1413.658,2006-09-13 00:00:00,1432.77,1412.556,1422.077,3707489000.0
169,1413.784,2006-09-14 00:00:00,1422.13,1399.545,1413.776,2800765800.0
170,1446.393,2006-09-15 00:00:00,1448.394,1413.635,1413.768,4214137900.0
171,1456.652,2006-09-18 00:00:00,1457.455,1444.157,1453.625,3950006600.0
172,1458.51,2006-09-19 00:00:00,1466.6,1451.561,1458.406,3638302700.0
173,1454.818,2006-09-20 00:00:00,1460.097,1443.719,1456.887,3227103700.0
174,1461.249,2006-09-21 00:00:00,1465.192,1452.473,1453.848,3266949200.0
