,close,date,high,low,open,volume
0,2725.59,1992-10-05 00:00:00,2764.58,2715.99,2751.21,2098700.0
1,2688.55,1992-10-06 00:00:00,2723.59,2669.4,2723.15,2047300.0
2,2709.98,1992-10-07 00:00:00,2712.88,2667.24,2681.9,1799700.0
3,2699.88,1992-10-08 00:00:00,2732.57,2688.26,2715.18,1613200.0
4,2722.42,1992-10-09 00:00:00,2726.12,2680.92,2695.67,2404300.0
5,2724.46,1992-10-12 00:00:00,2786.54,2718.53,2737.75,4775200.0
6,2698.23,1992-10-13 00:00:00,2738.2,2686.75,2727.68,2327400.0
7,2645.85,1992-10-14 00:00:00,2699.94,2639.41,2692.1,2846400.0
8,2690.59,1992-10-15 00:00:00,2700.22,2613.8,2640.14,2691500.0
9,2670.61,1992-10-16 00:00:00,2698.95,2652.49,2686.8,2315300.0
10,2576.74,1992-10-19 00:00:00,2666.48,2563.56,2660.89,3416800.0
11,2600.73,1992-10-20 00:00:00,2674.68,2580.69,2604.12,4867700.0
12,2514.98,1992-10-21 00:00:00,2603.03,2494.45,2596.63,3345800.0
13,2478.25,1992-10-22 00:00:00,2511.91,2425.56,2504.95,6137500.0
14,2411.54,1992-10-23 00:00:00,2485.54,2401.96,2471.25,6134000.0
15,2208.89,1992-10-26 00:00:00,2393.95,2090.47,2393.95,8460900.0
16,2134.84,1992-10-27 00:00:00,2253.48,2114.69,2215.39,10956600.0
17,2191.77,1992-10-28 00:00:00,2205.12,2098.97,2135.4,8330300.0
18,2294.75,1992-10-29 00:00:00,2301.37,2159.03,2186.67,8926300.0
19,2339.69,1992-10-30 00:00:00,2364.3,2303.29,2309.57,12153900.0
20,2185.91,1992-11-02 00:00:00,2349.87,2172.63,2346.0,8309900.0
21,2244.04,1992-11-03 00:00:00,2245.01,2114.83,2176.61,6202600.0
22,2192.03,1992-11-04 00:00:00,2244.29,2171.88,2239.06,3683500.0
23,2177.6,1992-11-05 00:00:00,2210.18,2166.1,2185.75,2874300.0
24,2158.81,1992-11-06 00:00:00,2183.59,2148.95,2172.73,4290200.0
25,2139.47,1992-11-09 00:00:00,2169.02,2118.62,2148.39,2593100.0
26,2120.35,1992-11-10 00:00:00,2173.85,2107.71,2127.24,2976100.0
27,2059.92,1992-11-11 00:00:00,2117.32,2026.0,2111.28,4474000.0
28,1989.69,1992-11-12 00:00:00,2106.54,1956.01,2071.0,5751900.0
29,1889.52,1992-11-13 00:00:00,1982.21,1849.93,1982.01,8038500.0
30,1687.99,1992-11-16 00:00:00,1885.49,1679.58,1885.49,8870100.0
31,1652.88,1992-11-17 00:00:00,1708.72,1562.31,1677.53,13339100.0
32,1760.37,1992-11-18 00:00:00,1837.59,1645.49,1663.66,15625200.0
33,1773.21,1992-11-19 00:00:00,1805.24,1713.71,1762.58,12760600.0
34,1709.53,1992-11-20 00:00:00,1802.4,1703.63,1775.78,10472200.0
35,1630.14,1992-11-23 00:00:00,1702.1,1589.75,1702.1,10492000.0
36,1683.88,1992-11-24 00:00:00,1686.89,1603.86,1623.33,6716900.0
37,1753.15,1992-11-25 00:00:00,1754.79,1664.91,1689.13,9515400.0
38,1965.06,1992-11-26 00:00:00,1999.47,1762.29,1763.11,19285700.0
39,1965.27,1992-11-27 00:00:00,1995.56,1869.95,1974.76,22118000.0
40,2215.02,1992-11-30 00:00:00,2251.19,1977.4,1977.72,21736300.0
